school_id,schoolName,schoolType,headerImage,address,phone,familyOfSchools,schoolLevel,grades,program,capacity,current,projection_2026_27,projection_2027_28,projection_2028_29,projection_2029_30,history_label_1,history_value_1,history_label_2,history_value_2,history_label_3,history_value_3,history_label_4,history_value_4,built,age,size,modular,air_conditioning,heating,led_lighting,catchment_migration,catchment_description,parking_spots,bus_loop,girls_washrooms,boys_washrooms,gender_neutral_washrooms,universal_washroom,elevator,accessible_parking_stalls,accessible_entrance,automatic_entrance_door_operators,childcare_infant,childcare_preschool,childcare_school_age,meta_user,meta_updated,additions,playground,provincial_buildingMove,provincial_note,provincial_requested,provincial_inProgress,provincial_completed,local_requested,local_inProgress,local_completed
jhbruns,J.H. Bruns Collegiate,Collegiate,public/jhbruns.jpg,250 Lakewood Blvd.,(204) 257-2928,J.H. BRUNS FOS,High School,12-Sep,English Program,700,978,1051,1149,1227,1251,2021_22,762,2022_23,779,2023_24,780,2024_25,856,1972,52 years,89638 ft²,1,"Everywhere except gym, autoshop","Natural gas, electric",Hallway,5.90%,Net annual movement in and out of catchment (5-yr. avg.),51,YES,3,3,1,YES,YES,0,YES,YES,0,0,0,CommsLRSD,10/16/2025 17:22,"1976|5,785 ft²","City Property: Play structure, Wading pool, Baseball diamonds, Southdale C.",,,"New Elementary School: Sage Creek Bonavista (Under construction, open fall 2025)|New Elementary School: Precinct J neighbourhood|New Elementary School: Precinct K neighbourhood|New High School: Precinct K neighbourhood|Roof replacement (Partial)","Addition [≈26,000 ft2] with classrooms (9), Library, Fitness room, Cafeteria, Entrance (2)|Optimize staff parking|Outdoor recreation spaces|Hardcourt sports plaza|Science classroom",Universal washroom|Roof replacement (Partial)|Foundation upgrade|Roof reinforcement upgrade,HVAC system|Demising wall installation|Kitchen renovation|Windows replacement|Gym air conditioning,Install 60 lockers,Locker replacement|Cupboard removal|Painting|Flooring installation|Gym reconfiguration|Foods and nutrition room refresh|Exterior foundation wall repair
lavallee,Lavallee School,School,public/lavallee.jpg,505 St. Anne's Rd.,(204) 257-1388,DAKOTA FOS,Elementary School,K-8,English Program,210,176,168,172,172,172,2021_22,149,2022_23,169,2023_24,168,2024_25,161,1973,51 years,74214 ft²,0,Everywhere except gym,Natural gas,None,0.70%,Net annual movement in and out of catchment (5-yr. avg.),101,Required,4,4,2,YES,n/a,1,YES,YES,0,18,22,CommsLRSD,10/16/2025 17:22,,Daycare play structure|Basketball court|Play structure|Tether ball area|City Property: Soccer field,,,New High School: Precinct K neighbourhood|Roof replacement (Partial),,Make Up Air & compressor replacements (2),Main office renovation|Kitchenette|HVAC system|Flooring in maker studio|Washrooms renovation|Library flooring replacement|Ceiling tiles replacement|Learning lab renovation|Parking lot paving,,Addition of parking lot|Music room complete renovation|Kitchen build|Conversion to classroom
louisrielartstech,Louis Riel Arts & Technology Centre,Centre,public/lratc.jpg,5 deBourmont Ave.,(204) 237-8951,Other,High School,"Grade 11, 12, post-secondary",Technical Vocational,331,178,149,147,148,150,2021_22,118,2022_23,147,2023_24,148,2024_25,141,1970,54 years,76050 ft²,0,"Everywhere except gym, autoshop",Natural gas,"Pastry lab, classrooms (2)",N/A,Net annual movement in and out of catchment (5-yr. avg.),66,N/A,2,2,1,Required,Required,2,YES,YES,0,0,0,CommsLRSD,10/16/2025 17:22,"1978|19,517 ft²",Cement patio|Tennis courts,,,Culinary arts space renovations|Esthetic facility renovations,,Roof replacement (Partial),Esthetics salon and computer lab reconfiguration|Culinary arts renovation|Universal washroom|Main office renovation|Tennis court resurfacing|Lockers|Gender-neutral washroom in Gym|Workout room|Elevator installation|HVAC system|Auto shop and plumbing shop exhaust system replacement|Ceiling acoustical spray removal/replacement in Gym|Carpeting,Add fob access (culinary arts changeroom),
marion,Marion School,School,public/marion.jpg,619 Des Meurons St.,(204) 233-2893,NELSON MCINTYRE FOS,Elementary School,K-8,English Program,300,253,281,333,412,520,2021_22,139,2022_23,144,2023_24,218,2024_25,259,1950,74 years,40861 ft²,0,"Office, staff room, all classrooms",Natural gas,None,0.90%,Net annual movement in and out of catchment (5-yr. avg.),37,Required,2,2,2,YES,YES,4,YES,YES,4,16,0,CommsLRSD,10/16/2025 17:22,"1953|12,558 ft²||1963|6,494 ft²",Swing set|Baseball diamond|Play courts|Basketball court|Basketball nets|Play structures,,,New Elementary School: Waters Urban Village neighbourhood,Major addition|Major renovations,Building envelope|Elevator|Universal toilet room,Doors and frames replacement|School rekeying|HVAC system|Interior painting|Staff room renovation|Classrooms renovation|Student washrooms renovation|Parking lot paving|Fence installation|School bus loop|Electrical rewiring|Washrooms renovation,Renovation of Washrooms,Air conditioning (entire school)|Rebuild demising wall between 22 and 24
minnetonka,Minnetonka School,School,public/minnetonka.jpg,200 Minnetonka St.,(204) 257-8114,GLENLAWN FOS,Elementary School,K-8,English Program,230,172,183,177,180,187,2021_22,177,2022_23,138,2023_24,171,2024_25,171,1959,65 years,41010 ft²,0,Everywhere except original building (west side),Natural gas,"Gym, hallways, boys' & girls' washrooms, classrooms (7)",1.30%,Net annual movement in and out of catchment (5-yr. avg.),56,YES,3,3,1,YES,n/a,0,YES,Required,12,76,19,CommsLRSD,10/16/2025 17:22,,Basketball court|Play structure|Swing sets|Soccer nets|Basketball action play,,,New High School: Precinct K neighbourhood|Boiler replacement|Roof replacement (Partial),,,Staff room and washrooms renovation|Sink and cabinets replacement in art lab|Millwork replacement|Flooring replacement|Air conditioning|Gender-neutral washroom|Window replacement|Parking lot paving|Window installation|Soundproofing,,Cabinets addition|Lockers addition|Resurfacing main entrance|Installed Portable Air Conditioning units
nelsonmcintyre,Nelson McIntyre Collegiate,Collegiate,public/nelsonmacintyre.jpg,188 St. Mary's Rd.,(204) 237-0219,NELSON MCINTYRE FOS,High School,12-Sep,English Program,650,401,378,416,479,527,2021_22,316,2022_23,313,2023_24,358,2024_25,387,1955,69 years,59927 ft²,0,"Everywhere except band room, woodshop, power mechanics",Natural gas,"Boiler room, office, storage, classrooms (3)",0.00%,Net annual movement in and out of catchment (5-yr. avg.),62,Required,3,3,2,YES,YES,1,YES,YES,0,0,0,CommsLRSD,10/16/2025 17:22,"1960|4,026 ft²||1968|21,484 ft²||1973|2,050 ft²||1975|Rebuild||1986|Rebuild",Basketball court|Track & football,,,Roof replacement (Partial),,Universal washroom|Rooftop unit replacement (5)|Science classroom,Flooring replacement|Soundproofing|Gender-neutral washrooms|Lighting upgrade|HVAC system|Windows replacement|Staff room renovation|Flagpole replacement|Demising wall|School sign replacement|Bottle filling stations|Floor cutting for volleyball standards|Weight room expansion,,Automatic door opener installation|Basketball court expansion|Floor refinishing|Interlock for dust collector installation|Rooftop units replacement|Replaced flooring in Library|Replace rusty flagpole|Install wall in room 109|Install Bottle Filling Station
niakwaplace,Niakwa Place School,School,public/niakwa.jpg,200 Pebblebeach Rd.,(204) 257-0640,J.H. BRUNS FOS,Elementary School,K-8,English Program,260,213,243,249,231,229,2021_22,232,2022_23,250,2023_24,268,2024_25,248,1974,50 years,32230 ft²,1,"Everywhere except gym, multipurpose room",Natural gas,Entire school,2.70%,Net annual movement in and out of catchment (5-yr. avg.),40,Required,4,4,0,YES,n/a,1,YES,YES,0,20,15,CommsLRSD,10/16/2025 17:22,,Basketball courts|Play structures|Soccer field,,,"New Elementary School: Sage Creek Bonavista (Under construction, open fall 2025)|New Elementary School: Precinct J neighbourhood|New Elementary School: Precinct K neighbourhood|New High School: Precinct K neighbourhood|Roof replacement (Partial)|Universal washroom",,Lighting retrofits,Student drop-off and pick-up zone|Flooring replacement|Partition replacement|Washrooms renovation|Change room renovation|HVAC system|School office renovation|Exterior drainage installation|Fob reader at rear entrance|Fracture repair in front wall|Electrical outlets in modular classrooms|Stage area renovation in Gym|Supply air and exhaust,,"Asphalt repair|Replaced flooring for Library platform|Replaced counterops, sinks and urinals"
nordale,Nordale School,School,public/nordaleschool.jpeg,99 Birchdale Ave.,(204) 237-0202,NELSON MCINTYRE FOS,Elementary School,K-8,English Program,230,174,181,184,181,183,2021_22,132,2022_23,172,2023_24,170,2024_25,180,1948,76 years,36954 ft²,0,"Main office, library",Natural gas,"Staff washroom, fan room",-1.00%,Net annual movement in and out of catchment (5-yr. avg.),32,Required,3,3,0,YES,n/a,0,Required,Required,0,18,30,CommsLRSD,10/16/2025 17:22,"1952|4,800 ft²||1962|2,100 ft²||1968|4,758 ft²||1971|2,346 ft²||2011|1,475 ft²",Basketball courts|Tetherball court|Four-square court|Climbing wall|Play structure|Nature playground|Soccer field|City Property: Soccer field,,,Additional Make-up Air unit for library|Roof replacement (Partial),,,Air conditioning|Air Make Up unit|Main office renovation|Staff room renovation|Art lab renovation|Staff room refresh,,Door & frame replacement|Renovate Staff Room|Installed Portable Air Conditioning units
sagecreek,Sage Creek School,School,public/sagecreek.jpg,315 Sage Creek Blvd.,(204) 253-8199,J.H. BRUNS FOS,Elementary School,K-8 (transitioning to English K-8 only in 2025/26),English Program,660,645,683,697,695,694,2021_22,694,2022_23,747,2023_24,787,2024_25,772,2017,7 years,76940 ft²,0,Full building,"Geothermal, electric","Hallways, band, office, library, classrooms (6)",6.60%,Net annual movement in and out of catchment (5-yr. avg.),48,YES,1,1,20,YES,YES,1,YES,YES,20,64,132,CommsLRSD,10/16/2025 17:22,,"2 Play structures|City Property: Play structure, Basketball court, Tennis court",,,"Number one priority: Addition and renovations to J.H. Bruns Collegiate to allow for transition from grade 8 to grade 9|New Elementary School: Sage Creek Bonavista (Under construction, open fall 2025)|New Elementary School: Precinct J neighbourhood|New Elementary School: Precinct K neighbourhood|New High School: Precinct K neighbourhood",,,Parking lot expansion|Sump pump spout diversion|Floor drain repair|Concrete bollards removal|School grounds redevelopment|Commons area reconfiguration|Demising wall demolition,,Lower washroom fixture height|Remove temporary partitions in commons area and makerspace areas|Reinstall equipment in makerspace and teacher space in kitchen|Demising wall|Additional access door|demolition of demising walls from the commons area|Reconfigure Classroom 139 and 140 to Makers Studio and Classroom 141 to Home Ecology
samuelburland,Samuel Burland School,School,public/samuelburland.jpg,192 Burland Ave.,(204) 254-0124,GLENLAWN FOS,Elementary School,K-8,English Program,445,402,377,369,363,366,2021_22,454,2022_23,444,2023_24,448,2024_25,421,1987,37 years,44208 ft²,0,Full building,"Natural gas, electric, geothermal",None,1.00%,Net annual movement in and out of catchment (5-yr. avg.),38,YES,3,3,0,YES,n/a,2,Required,YES,0,42,63,CommsLRSD,10/16/2025 17:22,,Basketball court|Play structure|City Property: Baseball diamond|Play structures,,,New Elementary School: Precinct K neighbourhood|New High School: Precinct K neighbourhood|Universal washroom|Air MUA replacement (2),,,Universal washroom|Plumbing removal|Air Make Up unit|Windows replacement|Acoustic material removal|Staff room renovation|Ceiling tiles replacement|Partitions replacements|Boot racks installation|Privacy door in shower area|School rekeying|Exterior wall repair|Parking lot expansion|Flooring replacement,,Ceiling track installation|Flooring replacement|Sidewalk repair|Hallway cabinets|Add doorway to classroom 18 from the main hallway|Install cabinets along south wall
shamrock,Shamrock School,School,public/shamrock.png,831 Beaverhill Blvd.,(204) 257-0637,J.H. BRUNS FOS,Elementary School,K-8,English Program,525,344,289,362,455,540,2021_22,563,2022_23,588,2023_24,610,2024_25,634,1974,50 years,78185 ft²,0,"Everywhere except gym, stage",Natural gas,"Multipurpose room, music",4.40%,Net annual movement in and out of catchment (5-yr. avg.),51,YES,8,8,5,YES,n/a,2,YES,YES,0,30,100,CommsLRSD,10/16/2025 17:22,"1978|39,444 ft² (Enrolment changes due to new school construction)",5 Play structures|2 Swing sets|2 Basketball courts|Shade structure|City Property: Soccer field,,,"New Elementary School: Sage Creek Bonavista (Under construction, open fall 2025)|New Elementary School: Precinct J neighbourhood|New Elementary School: Precinct K neighbourhood|New High School: Precinct K neighbourhood|Air MUA replacement (2)|Universal washroom",Building envelope replacement and new windows,Roof replacement (Partial),Gender-neutral washrooms|HVAC system|Parking reconfiguration and parent drop-off zone|School office renovation|Accordion wall removal and permanent wall construction|Millwork and ceiling replacement|Gym office spaces renovation|Lockers replacement|Hallways painting|Berm removal on playground,,"Removal of counters, sinks, cupboards (old science lab)|New foods and nutrition lab construction|Universal washroom update|Ceiling track installation, Door & frame replacement|Plumbing improvements|Room 13 converted to kindergarten classroom|Lockers (75)|Remove Berm|Install Bottle Filling Station"
stgeorge,St. George School,School,public/stgeorge.jpg,151 St. George Rd.,(204) 253-2646,GLENLAWN FOS,Elementary School,K-6 (Grades 7 & 8 moved to Windsor School in 2024-25),English Program,385,349,372,377,352,351,2021_22,327,2022_23,377,2023_24,439,2024_25,344,1954,70 years,47767 ft²,0,None,Natural gas,Classrooms (3),-2.30%,Net annual movement in and out of catchment (5-yr. avg.),22,YES,3,3,4,Required,n/a,0,YES,Required,0,0,30,CommsLRSD,10/16/2025 17:22,,Play structures|Basketball net|Basketball court|City Property: Play structure|Soccer field|St. George Park,,,New High School: Precinct K neighbourhood|Elevator|Universal washroom,,Roof replacement (Partial),Play structure|Staff parking lot expansion|Windows replacement|Kindergarten Room renovation|Flooring replacement|Air conditioning|Student drop-off and pick-up zone|Universal washroom|Elevator|School office renovation|Staff room renovation,,Floor refinishing|General renovations|Cabinet installation|Installed Portable Air Conditioning units
victorhlwyatt,Victor H.L. Wyatt School,School,public/victorwyatt.jpg,485 Meadowood Dr.,(204) 255-7880,DAKOTA FOS,Elementary School,K-8,English Program,375,281,315,315,310,320,2021_22,260,2022_23,284,2023_24,310,2024_25,312,1979,45 years,63900 ft²,0,"Everywhere except gym, autoshop, woods and graphic arts",Natural gas,None,2.10%,Net annual movement in and out of catchment (5-yr. avg.),52,Required,5,5,4,YES,YES,2,YES,YES,0,5,57,CommsLRSD,10/16/2025 17:22,,Soccer field|Basketball hardtop|Baseball diamond,,,New High School: Precinct K neighbourhood|Roof replacement (Partial),,,Flooring replacement|Staff room renovation|School office renovation|Basketball court renewal|Gym bleachers replacement|Air conditioning|Parking lot paving|Wood shop renovation|Metals shop renovation|Graphic arts renovation|Countertop replacement in student services office,,Flooring tile installation|Repaint floors|Door & frame replacement|Replaced flooring in Kindegarten 
victormager,Victor Mager School,School,public/victormager.jpg,81 Beliveau Rd.,(204) 253-9873,DAKOTA FOS,Elementary School,K-8,English Program,420,377,412,398,386,373,2021_22,337,2022_23,375,2023_24,404,2024_25,401,1959,65 years,43879 ft²,0,"Everywhere except gym, Boys & Girls Club, original building classrooms (south)",Natural gas,None,-4.40%,Net annual movement in and out of catchment (5-yr. avg.),50,Required,3,3,2,YES,n/a,1,Required,Required,0,8,29,CommsLRSD,10/16/2025 17:22,"1970|19,475 ft²",Soccer fields|Swing sets|Play structures|Basketball court|Running track,,,New High School: Precinct K neighbourhood|Universal washroom|Roof replacement (Partial),,,Air conditioning in south wing and Gym|Gym bleachers|Electronic board and school sign replacement|Lockers|Parking lot paving|School bus loop|Ceiling and lights|Universal washroom|Millwork replacement in family centre|Classrooms renovation|Front entrance ramp,Install ramp| Repair entrance sign and soffit framing,Cabinet removal|Lockers for staff|General repairs (front entrance)|Room reconfiguration for washer & dryer|Toilet & sink installation|install Signboard hinge system|Installed Portable Air Conditioning units
windsorpark,Windsor Park Collegiate,Collegiate,public/windsorpark.jpg,1015 Cottonwood Rd.,(204) 256-7316,WINDSOR PARK FOS,High School,12-Sep,English Program,700,599,532,440,446,476,2021_22,670,2022_23,702,2023_24,726,2024_25,703,1959,65 years,105000 ft²,0,Everywhere except gym 1,Natural gas,Entire school,0.20%,Net annual movement in and out of catchment (5-yr. avg.),100,Required,6,6,2,YES,YES,1,YES,YES,0,0,0,CommsLRSD,10/16/2025 17:22,"1965|10,162 ft²||1969|20,922 ft²",Basketball court|Tennis courts|City Property: Baseball diamond|Soccer field,,,Washrooms (for 1015 Cottonwood Rd.)|Fitness room (for 1015 Cottonwood Rd.)|Band/guitar rooms (for 1015 Cottonwood Rd.)|Classrooms (4) (for 1015 Cottonwood Rd.)|Entrance (for 1015 Cottonwood Rd.)|Office (for 1015 Cottonwood Rd.)|Cafeteria (for 1015 Cottonwood Rd.)|Roof replacement (Partial) (for 1015 Cottonwood Rd.)|Additional Air Make Up unit to gym (for 1015 Cottonwood Rd.),,,Gym floor refinishing|Foods and nutrition labs renovation|School rekeying|Windows replacement,Science classroom,Lighting Retrofit
windsor,Windsor School,School,public/windsorschool.jpg,80 Cunnington Ave.,(204) 237-4057,GLENLAWN FOS,Elementary School,K-8 (Includes Grades 7 & 8 students relocated from St. George School),English Program,260,234,238,253,273,291,2021_22,134,2022_23,138,2023_24,140,2024_25,234,1922,102 years,36576 ft²,1,"Everywhere except gym, tautum room",Natural gas,"Gym, office, conference room, hallway, hallway, art room",-1.10%,Net annual movement in and out of catchment (5-yr. avg.),19,Required,5,5,2,Required,n/a,1,YES,YES,0,0,15,CommsLRSD,10/16/2025 17:22,1957|||1961|||1964|,Basketball courts|Play structures|Tetherball post|Basketball action play|City Property: Soccer field,,,New High School: Precinct K neighbourhood|New building envelope|New windows|Structural reinforcement|Roof replacement (Partial),,Boiler replacement|Direct Digital Control for HVAC system installation,Sidelights in classrooms|Front entrance ramp|Universal washroom|Classroom reconfiguration into movement room|Sink|Washrooms renovation|Staff washroom renovation|Window in main office,,Parking lot paving|General renovations|Door replacement|Replaced Hallway Entrance Flooring
